Unnamed: 0,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,Population_Density
5796,33rd week,West Bengal,Burdwan,Acute Diarrhoeal Disease,38,,16,8,2013,23.2495714,87.8681751,0.6284038724,7.0,304.56,1030
5797,33rd week,Chhattisgarh,Dhamtari,Acute Diarrhoeal Disease,21,,6,8,2013,20.7084545,81.5481305,1.337242309,3.0,300.12,189
5798,33rd week,Karnataka,Koppal,Acute Diarrhoeal Disease,36,,6,8,2013,15.3484144,76.1547421,0.225762209,3.0,305.56,319
5799,33rd week,Madhya Pradesh,Bhopal,Acute Diarrhoeal Disease,70,1.0,3,8,2013,23.2584857,77.401989,1.844778679,6.0,302.16,236
5800,33rd week,Odisha,Rayagada,Cholera,22,,27,7,2013,19.17209585,83.33503085,2.699308366,,,269
5801,33rd week,West Bengal,Purulia,Cholera,67,1.0,30,7,2013,23.3291882,86.3672378,1.296523229,8.0,300.81,1030
5802,34th week,Telangana,Medak,Cholera,93,3.0,16,8,2013,17.9375095,78.21174499,0.3012551828,5.0,,312
5803,34th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,15,,15,8,2013,22.5,83.5,0.4837624663,10.0,301.0,189
5804,34th week,Gujarat,Kheda,Acute Diarrhoeal Disease,13,,23,8,2013,22.75,72.833333,0.1069196757,10.0,301.6,308
5805,34th week,Himachal Pradesh,Una,Acute Diarrhoeal Disease,196,,20,8,2013,31.4787354,76.2750706,1.943781248,,298.6266666,123
5806,34th week,Jharkhand,Lohardaga,Malaria,66,,19,8,2013,23.46920055,84.73568423,1.060786269,14.0,300.9666666,414
5807,34th week,Karnataka,Mysore,Dengue,14,,19,8,2013,12.3051828,76.6553609,0.4884589975,3.0,,319
5808,34th week,Karnataka,Raichur,Dengue,20,,20,8,2013,16.083333,77.166667,0.7402584285,,,319
5809,34th week,Karnataka,Raichur,Dengue,21,,21,8,2013,16.083333,77.166667,0.7753617001,,299.3,319
5810,34th week,Karnataka,Hassan,Acute Diarrhoeal Disease,20,,20,8,2013,13.0070817,76.0992703,0.6656446021,,,319
5811,34th week,Madhya Pradesh,Rewa,Acute Diarrhoeal Disease,24,1.0,15,8,2013,24.756718,81.65493469,0.3005525994,13.0,301.1066666,236
5812,34th week,Maharashtra,Gadchiroli,Dengue,13,1.0,16,8,2013,19.75907035,80.16228073,0.8773654752,6.0,,365
5813,34th week,Odisha,Sambalpur,Acute Diarrhoeal Disease,12,,18,8,2013,21.4706422,83.9836858,0.5017319065,11.0,300.4733334,269
5814,34th week,Punjab,Jalandhar,Acute Diarrhoeal Disease,99,,24,8,2013,31.29201065,75.56805772,0.3261515992,22.0,302.065,550
5815,34th week,Uttar Pradesh,Azamgarh,Acute Diarrhoeal Disease,369,2.0,17,8,2013,26.02269675,83.02887343,0.6334850485,12.0,301.90000000000003,828
5816,34th week,West Bengal,Hooghly,Cholera,12,1.0,21,8,2013,22.9052114,88.3760639,1.367673342,,300.37,1030
5817,34th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,17,,19,8,2013,23.2495714,87.8681751,0.7034741654,7.0,304.56,1030
5818,34th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,32,,14,8,2013,24.1745993,88.2721335,0.9093162393,6.0,301.13,1030
5819,34th week,West Bengal,Bankura,Cholera,82,,20,8,2013,23.13195425,87.2073972,1.10650385,,303.38,1030
5820,34th week,West Bengal,Purulia,Acute Diarrhoeal Disease,19,,23,8,2013,23.3291882,86.3672378,0.7306844081,9.0,299.74,1030
5821,34th week,West Bengal,Hooghly,Cholera,27,2.0,22,8,2013,22.9052114,88.3760639,1.613626131,14.0,300.16,1030
5822,34th week,Bihar,Madhubani,Acute Diarrhoeal Disease,27,,10,8,2013,26.350072,86.22914689,0.9095147056,5.0,286.67,1102
5823,34th week,Bihar,Bhabua,Dengue,346,,28,7,2013,25.07634815,83.63359776,0.4814204257,,272.0,1102
5824,34th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,35,,12,8,2013,22.5,83.5,1.04744501,,,189
5825,34th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,89,,12,8,2013,31.6723392,76.95331691,2.408572902,,288.5,123
5826,34th week,Jammu and Kashmir,Anantnag,Acute Diarrhoeal Disease,35,,10,8,2013,33.7368773,75.1455138,1.22855445,15.0,296.156,56
5827,34th week,Jammu and Kashmir,Badgam,Acute Diarrhoeal Disease,137,,8,8,2013,34.0154721,74.7220085,0.9263008481,20.0,297.796,56
5828,34th week,Maharashtra,Kolhapur,Dengue,17,,13,8,2013,16.7028412,74.2405329,0.1271391726,,302.82,365
5829,34th week,Uttar Pradesh,Unnao,Acute Diarrhoeal Disease,34,1.0,8,8,2013,26.57550365,80.61376178,0.4352456376,4.0,306.02,828
5830,34th week,West Bengal,Jalpaiguri,Dengue,189,1.0,1,8,2013,26.4733048,88.67886686,1.191221325,15.0,297.04,1030
5831,34th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,104,,8,8,2013,24.0,87.583333,0.4098052525,3.0,298.87,1030
5832,35th week,Delhi,New Delhi,Cholera,50,1.0,28,8,2013,28.6138954,77.2090057,0.1086299315,,303.22,11297
5833,35th week,Gujarat,Surat,Acute Diarrhoeal Disease,32,,26,8,2013,21.19177615,72.95441578,1.307068748,6.0,293.14,308
5834,35th week,Haryana,Yamuna Nagar,Cholera,133,,28,8,2013,30.1389108,77.301064,0.1675920974,,299.95,573
5835,35th week,Jharkhand,Godda,Acute Diarrhoeal Disease,13,,24,8,2013,24.74334305,87.29285062,0.8585724847,9.0,300.0,414
5836,35th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,16,,26,8,2013,22.7859232,86.1716093,0.5869232529,9.0,298.98,414
5837,35th week,Jammu and Kashmir,Ganderbal,Acute Diarrhoeal Disease,60,1.0,24,8,2013,34.1934255,74.83434977,0.7145166478,17.0,286.5766666,56
5838,35th week,Karnataka,Haveri,Acute Diarrhoeal Disease,24,,1,9,2013,14.7874825,75.3996731,0.1798263374,20.0,298.3466666,319
5839,35th week,Karnataka,Mysore,Dengue,16,,23,8,2013,12.3051828,76.6553609,0.2967109145,8.0,300.18,319
5840,35th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,100,1.0,27,8,2013,21.825599,75.614182,1.740494538,5.0,,236
5841,35th week,Madhya Pradesh,Morena,Acute Diarrhoeal Disease,11,2.0,27,8,2013,26.166667,77.5,0.8222058393,16.0,303.13,236
5842,35th week,Madhya Pradesh,Vidisha,Acute Diarrhoeal Disease,18,,28,8,2013,23.5225788,77.8148001,1.170925754,,300.68,236
5843,35th week,Maharashtra,Jalgaon,Dengue,104,,27,8,2013,20.84288265,75.52612464,1.691385161,7.0,284.86,365
5844,35th week,Punjab,Mohali,Cholera,46,,29,8,2013,30.7041168,76.7176885,0.1379093667,,300.9966666,550
5845,35th week,Sikkim,East Sikkim,Dengue,103,,22,8,2013,27.2799097,88.67466492,0.9940663089,21.0,284.892,86
5846,35th week,Tamil Nadu,Thoothukudi,Dengue,12,,23,8,2013,8.8052602,78.1452745,0.05777245412,4.0,315.25333340000003,555
5847,35th week,Tamil Nadu,Virudhunagar,Chikungunya,18,,26,8,2013,9.5208936,77.8784564,0.03245187607,4.0,315.09000000000003,555
5848,35th week,Tamil Nadu,Tiruvarur,Acute Diarrhoeal Disease,19,,28,8,2013,10.7760127,79.6199369,0.0555670842,,307.1733334,555
5849,35th week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,36,,26,8,2013,11.9415377,79.4861469,0.03939331949,11.0,306.30400000000003,555
5850,35th week,Uttarakhand,Uttarkashi,Acute Diarrhoeal Disease,26,,1,9,2013,30.7291049,78.4403495,0.5605079031,30.0,294.81333340000003,189
5851,35th week,West Bengal,Purulia,Acute Diarrhoeal Disease,20,,26,8,2013,23.3291882,86.3672378,0.4519243719,9.0,301.93,1030
5852,35th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,37,,27,8,2013,22.642931,88.8930579,0.5700684525,10.0,301.89,1030
5853,35th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,72,,26,8,2013,22.642931,88.8930579,0.6407672835,10.0,301.89,1030
5854,35th week,West Bengal,Bankura,Acute Diarrhoeal Disease,149,,30,8,2013,23.13195425,87.2073972,1.639160936,13.0,300.93333340000004,1030
5855,35th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,68,,23,8,2013,24.0,87.583333,1.032777006,7.0,,1030
5856,35th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,29,,29,8,2013,22.9052114,88.3760639,1.064864079,,300.4866666,1030
5857,35th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,11,1.0,29,8,2013,22.3599134,87.41331448,0.8771236949,,303.52,1030
5858,35th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,71,,21,8,2013,22.3599134,87.41331448,1.002564491,,,1030
5859,35th week,Assam,Kamrup,Dengue,130,,26,7,2013,26.12755515,91.29987148,1.799676349,10.0,301.16,397
5860,35th week,Bihar,Jamui,Acute Diarrhoeal Disease,20,2.0,18,8,2013,24.96785205,86.17351147,0.5454215166,12.0,302.7066666,1102
5861,35th week,Karnataka,Kolar,Dengue,44,,6,8,2013,13.1367201,78.1337246,0.1059743327,6.0,307.01,319
5862,35th week,Karnataka,Koppal,Cholera,31,,11,8,2013,15.3484144,76.1547421,0.2084532839,3.0,296.98,319
5863,35th week,Karnataka,Gulbarga,Acute Diarrhoeal Disease,27,,20,8,2013,17.166667,77.083333,0.5706703221,,,319
5864,35th week,Maharashtra,Jalgaon,Dengue,28,,20,8,2013,20.84288265,75.52612464,0.1097119038,,300.1,365
5865,35th week,Maharashtra,Wardha,Malaria,70,,4,7,2013,20.82562315,78.6131455,0.9050800694,,,365
5866,35th week,Telangana,Medak,Cholera,201,3.0,16,8,2013,17.9375095,78.21174499,0.3012551828,5.0,,312
5867,35th week,Bihar,Bhabua,Dengue,971,,28,7,2013,25.07634815,83.63359776,0.4814204257,,272.0,1102
5868,35th week,Karnataka,Koppal,Cholera,75,,6,8,2013,15.3484144,76.1547421,0.225762209,3.0,305.56,319
5869,36th week,Assam,Nagaon,Acute Diarrhoeal Disease,16,,2,9,2013,26.30414915,92.71605974,1.025550635,14.0,301.66,397
5870,36th week,Bihar,Araria,Acute Diarrhoeal Disease,19,,3,9,2013,26.26498795,87.37162648,1.039498022,10.0,299.92,1102
5871,36th week,Bihar,Madhubani,Acute Diarrhoeal Disease,43,,2,9,2013,26.350072,86.22914689,1.191931046,11.0,300.36,1102
5872,36th week,Bihar,Madhubani,Acute Diarrhoeal Disease,22,,1,9,2013,26.350072,86.22914689,1.338663391,11.0,300.36,1102
5873,36th week,Bihar,West Champaran,Acute Diarrhoeal Disease,22,1.0,30,8,2013,26.6919717,84.5796928,1.043703819,11.0,298.92,1102
5874,36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,27,,31,8,2013,20.73218365,81.14335738,1.13205633,18.0,,189
5875,36th week,Gujarat,Patan,Dengue,49,1.0,4,9,2013,23.77405735,71.68373466,0.04590138707,6.0,303.632,308
5876,36th week,Karnataka,Ballari,Acute Diarrhoeal Disease,12,,6,9,2013,15.2485413,76.8323648,0.3130347164,,305.44,319
5877,36th week,Maharashtra,Gondia,Cholera,45,2.0,4,9,2013,21.455228,80.1962729,0.2253912485,22.0,302.12,365
5878,36th week,Madhya Pradesh,Shivpuri,Acute Diarrhoeal Disease,17,,8,9,2013,25.37524125,77.82811933,0.004632751903,26.0,301.11333340000004,236
5879,36th week,Madhya Pradesh,Shivpuri,Malaria,178,,2,9,2013,25.37524125,77.82811933,0.7310646784,24.0,299.94,236
5880,36th week,Madhya Pradesh,Shahdol,Acute Diarrhoeal Disease,19,,8,9,2013,23.3002343,81.364771,0.1231185492,19.0,300.6866666,236
5881,36th week,Madhya Pradesh,Bhopal,Acute Diarrhoeal Disease,12,,4,9,2013,23.2584857,77.401989,0.08111906291,17.0,301.24,236
5882,36th week,Punjab,Ludhiana,Cholera,15,,5,9,2013,30.9090157,75.851601,0.08945550733,,300.3566666,550
5883,36th week,West Bengal,Malda,Acute Diarrhoeal Disease,251,,6,9,2013,25.0057449,88.1398483,0.8015506819,,298.46,1030
5884,36th week,West Bengal,Burdwan,Dengue,17,,29,8,2013,23.2495714,87.8681751,1.349343749,,304.42,1030
5885,36th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,35,,6,9,2013,23.2495714,87.8681751,0.675687971,,303.12,1030
5886,36th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,36,,31,8,2013,24.1745993,88.2721335,0.6705734839,14.0,299.82,1030
5887,36th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,59,,3,9,2013,24.1745993,88.2721335,0.7656059518,14.0,301.16,1030
5888,36th week,West Bengal,Howrah,Cholera,164,,2,9,2013,22.5736296,88.3251045,0.9759187793,10.0,299.935,1030
5889,36th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,21,,2,9,2013,22.3599134,87.41331448,0.8294179142,10.0,300.40000000000003,1030
5890,36th week,West Bengal,Bankura,Acute Diarrhoeal Disease,22,,1,9,2013,23.13195425,87.2073972,1.493565968,13.0,301.52,1030
5891,36th week,West Bengal,Bankura,Acute Diarrhoeal Disease,20,,30,8,2013,23.13195425,87.2073972,1.639160936,13.0,300.93333340000004,1030
5892,36th week,West Bengal,North 24 Parganas,Cholera,92,,4,9,2013,22.642931,88.8930579,0.6664716292,9.0,299.93,1030
5893,36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,29,,24,6,2013,20.73218365,81.14335738,1.572375281,6.0,306.94,189
5894,36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,99,,14,7,2013,20.73218365,81.14335738,0.9063293771,4.0,,189
5895,36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,35,,10,8,2013,20.73218365,81.14335738,0.8241976412,3.0,300.12,189
5896,36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,34,,3,8,2013,20.73218365,81.14335738,1.678108716,6.0,,189
5897,36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,35,,9,8,2013,20.73218365,81.14335738,0.7320069566,3.0,300.12,189
5898,36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,55,,9,8,2013,20.73218365,81.14335738,0.7320069566,3.0,300.12,189
5899,36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,38,,10,8,2013,20.73218365,81.14335738,0.8241976412,3.0,300.12,189
5900,36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,36,,13,8,2013,20.73218365,81.14335738,0.8540702643,,,189
5901,36th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,50,,12,8,2013,20.73218365,81.14335738,0.674522564,,,189
5902,36th week,Chhattisgarh,Jashpur,Acute Diarrhoeal Disease,64,1.0,13,8,2013,22.76678355,83.95304519,1.198307378,,,189
5903,36th week,Chhattisgarh,Jashpur,Acute Diarrhoeal Disease,15,1.0,24,8,2013,22.76678355,83.95304519,1.214328124,15.0,,189
5904,36th week,Jharkhand,Ranchi,Acute Diarrhoeal Disease,15,,22,8,2013,23.3700501,85.3250387,1.226471407,11.0,298.0,414
5905,36th week,Jammu and Kashmir,Pulwama,Acute Diarrhoeal Disease,40,,15,8,2013,33.89829355,74.89634094,1.607048176,4.0,288.16,56
5906,36th week,Karnataka,Raichur,Dengue,20,,20,8,2013,16.083333,77.166667,0.7402584285,,,319
5907,36th week,Madhya Pradesh,Shivpuri,Malaria,100,2.0,12,8,2013,25.37524125,77.82811933,1.207750769,,,236
5908,36th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,42,,26,8,2013,24.0,87.583333,0.8185598586,7.0,304.62,1030
5909,36th week,West Bengal,Burdwan,Dengue,86,,15,8,2013,23.2495714,87.8681751,0.7434617982,7.0,,1030
5910,37th week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,40,2.0,9,9,2013,16.69656855,77.95911462,0.2215723677,12.0,304.77,312
5911,37th week,Telangana,Medak,Acute Diarrhoeal Disease,40,,8,9,2013,17.9375095,78.21174499,0.05473104478,13.0,301.84000000000003,312
5912,37th week,Andhra Pradesh,Ranga Reddy,Acute Diarrhoeal Disease,13,,11,9,2013,13.1006135,79.1260283,0.6728311561,4.0,302.2,308
5913,37th week,Andhra Pradesh,Ranga Reddy,Acute Diarrhoeal Disease,51,,11,9,2013,13.1006135,79.1260283,0.6728311561,4.0,302.2,308
5914,37th week,Andhra Pradesh,Ranga Reddy,Acute Diarrhoeal Disease,16,,11,9,2013,13.1006135,79.1260283,0.6728311561,4.0,302.2,308
5915,37th week,Assam,Nagaon,Acute Diarrhoeal Disease,39,1.0,9,9,2013,26.30414915,92.71605974,0.7863223079,30.0,300.6,397
5916,37th week,Bihar,East Champaran,Acute Diarrhoeal Disease,14,1.0,7,9,2013,26.5475298,84.6717583,0.4426088755,21.0,297.2,1102
5917,37th week,Bihar,Purnea,Acute Diarrhoeal Disease,12,2.0,4,9,2013,25.7773601,87.4731227,1.063004918,9.0,299.23,1102
5918,37th week,Bihar,Munger,Acute Diarrhoeal Disease,38,,13,9,2013,25.22081165,86.51720367,0.1044747224,,302.496,1102
5919,37th week,Bihar,Munger,Acute Diarrhoeal Disease,160,,13,9,2013,25.22081165,86.51720367,0.1044747224,,302.496,1102
5920,37th week,Chhattisgarh,Korba,Acute Diarrhoeal Disease,25,,8,9,2013,22.3547468,82.7110855,0.7882824546,22.0,301.84000000000003,189
5921,37th week,Gujarat,Panchmahal,Acute Diarrhoeal Disease,20,,8,9,2013,22.7748893,73.620404,0.1404138686,24.0,299.712,308
5922,37th week,Haryana,Palwal,Malaria,68,5.0,10,9,2013,28.1769589,77.37311204,0.002385195117,17.0,302.528,573
5923,37th week,Jharkhand,Pakur,Acute Diarrhoeal Disease,21,1.0,8,9,2013,24.6379647,87.8558666,0.5739575719,17.0,302.39,414
5924,37th week,Maharashtra,Raigad,Acute Diarrhoeal Disease,67,,12,9,2013,18.4928092,73.13807095,0.833964317,23.0,299.19,365
5925,37th week,Madhya Pradesh,Damoh,Acute Diarrhoeal Disease,16,,11,9,2013,23.75,79.583333,0.04516304548,23.0,302.29,236
5926,37th week,Odisha,Sundargarh,Acute Diarrhoeal Disease,24,,5,9,2013,22.13327195,83.9796528,0.473316134,,,269
5927,37th week,Odisha,Subarnapur,Acute Diarrhoeal Disease,17,,13,9,2013,19.08143,84.5144503,0.7558107521,,301.485,269
5928,37th week,Odisha,Kendrapara,Acute Diarrhoeal Disease,13,,6,9,2013,20.50040085,86.43170623,1.249669696,,302.5733334,269
5929,37th week,Uttar Pradesh,Raebareli,Acute Diarrhoeal Disease,39,3.0,9,9,2013,26.25252795,81.17502109,0.02699545983,17.0,301.752,828
5930,37th week,West Bengal,Paschim Medinipur,Acute Diarrhoeal Disease,23,1.0,12,9,2013,22.3599134,87.41331448,0.7612111239,12.0,300.5,1030
5931,37th week,Karnataka,Kolar,Dengue,22,,3,9,2013,13.1367201,78.1337246,0.4844550815,10.0,306.605,319
5932,37th week,Madhya Pradesh,Damoh,Malaria,62,,3,9,2013,23.75,79.583333,0.3030258632,16.0,300.59000000000003,236
5933,37th week,West Bengal,"Darjeeling, Jalpaiguri",Dengue,530,,30,8,2013,26.8735351,88.6131918,1.789624224,7.0,300.0933334,1030
5934,37th week,West Bengal,Nadia,Dengue,35,,20,8,2013,23.48454125,88.55676307,0.9420507977,,301.88,1030
5935,37th week,West Bengal,Nadia,Dengue,26,,28,8,2013,23.48454125,88.55676307,0.9666357969,,302.13,1030
5936,37th week,Sikkim,East Sikkim,Dengue,154,1.0,22,8,2013,27.2799097,88.67466492,0.9940663089,21.0,284.892,86
5937,38th week,Gujarat,Panchmahal,Acute Diarrhoeal Disease,9,1.0,15,9,2013,22.7748893,73.620404,0.02069188601,21.0,304.668,308
5938,38th week,Jharkhand,West Singhbhum,Malaria,23,,17,9,2013,22.7859232,86.1716093,0.3386418972,17.0,302.68,414
5939,38th week,Karnataka,Kolar,Acute Diarrhoeal Disease,14,,13,9,2013,13.1367201,78.1337246,0.9116152832,,,319
5940,38th week,Karnataka,Koppal,Cholera,19,,16,9,2013,15.3484144,76.1547421,0.5505169912,12.0,303.445,319
5941,38th week,Karnataka,Koppal,Acute Diarrhoeal Disease,19,,17,9,2013,15.3484144,76.1547421,0.5733719863,12.0,304.5133334,319
5942,38th week,Maharashtra,Gadchiroli,Malaria,12,1.0,17,9,2013,19.75907035,80.16228073,0.7090043756,14.0,302.12,365
5943,38th week,Punjab,Gurdaspur,Cholera,22,,17,9,2013,32.166667,75.316667,0.06276237649,18.0,299.4033334,550
5944,38th week,Uttarakhand,Haridwar,Dengue,50,1.0,12,9,2013,29.91235135,78.00871782,0.4037716843,29.0,298.908,189
5945,38th week,Uttar Pradesh,Shravasti,Acute Diarrhoeal Disease,25,2.0,11,9,2013,27.5083429,82.0263569,0.11739406,14.0,300.376,828
5946,38th week,West Bengal,Nadia,Dengue,26,,15,8,2013,23.48454125,88.55676307,0.7646850002,11.0,299.49,1030
5947,38th week,West Bengal,North 24 Parganas,Cholera,190,1.0,22,9,2013,22.642931,88.8930579,0.4744809165,,301.545,1030
5948,38th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,36,,17,9,2013,22.642931,88.8930579,0.4033924757,21.0,301.332,1030
5949,38th week,Bihar,Madhubani,Acute Diarrhoeal Disease,25,,9,9,2013,26.350072,86.22914689,0.7870770103,18.0,298.935,1102
5950,38th week,Chhattisgarh,Bastar,Acute Diarrhoeal Disease,32,,8,9,2013,19.11912825,81.82918649,0.3277336823,21.0,304.26,189
5951,38th week,Delhi,New Delhi,Dengue,1345,2.0,11,7,2013,28.6138954,77.2090057,0.5165098757,,308.8066666,11297
5952,38th week,Maharashtra,Gondia,Cholera,10,,7,9,2013,21.455228,80.1962729,0.08012269213,25.0,302.748,365
5953,38th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,69,,9,9,2013,24.0,87.583333,0.2966174278,15.0,301.69333340000003,1030
5954,38th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,261,2.0,4,9,2013,24.0,87.583333,0.7453862617,11.0,302.24,1030
5955,38th week,West Bengal,Purulia,Cholera,17,,6,9,2013,23.3291882,86.3672378,0.6525809511,,303.3333334,1030
5956,39th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,17,,25,9,2013,18.1120819,83.40521962,0.6275069675,23.0,304.19,308
5957,39th week,Assam,Sonitpur,Acute Diarrhoeal Disease,225,,24,9,2013,26.76777075,92.70140886,0.1921449881,26.0,303.4766666,397
5958,39th week,Bihar,Araria,Acute Diarrhoeal Disease,20,,22,9,2013,26.26498795,87.37162648,0.3945244926,,302.36400000000003,1102
5959,39th week,Bihar,Darbhanga,Acute Diarrhoeal Disease,20,,28,8,2013,26.08314325,86.03257097,0.9507921101,,303.08,1102
5960,39th week,Bihar,Madhubani,Acute Diarrhoeal Disease,34,1.0,18,9,2013,26.350072,86.22914689,0.1493162649,22.0,302.75,1102
5961,39th week,Gujarat,Kheda,Acute Diarrhoeal Disease,41,,28,9,2013,22.75,72.833333,2.533894167,5.0,,308
5962,39th week,Haryana,Kurukshetra,Cholera,61,,29,9,2013,29.9693747,76.8482787,0.3282719552,,300.8566666,573
5963,39th week,Jharkhand,Loharda,Acute Diarrhoeal Disease,10,,20,9,2013,22.6526507,85.6895399,0.4509968461,20.0,302.90000000000003,414
5964,39th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,15,,23,9,2013,22.7859232,86.1716093,0.8539730246,17.0,297.7066666,414
5965,39th week,Karnataka,Kolar,Acute Diarrhoeal Disease,13,,26,9,2013,13.1367201,78.1337246,0.05737488507,13.0,302.644,319
5966,39th week,Madhya Pradesh,Shivpuri,Acute Diarrhoeal Disease,37,1.0,26,9,2013,25.37524125,77.82811933,0.7869960141,19.0,299.92,236
5967,39th week,Madhya Pradesh,Sheopur,Malaria,25,,26,9,2013,25.6656611,76.6954843,0.3533737595,11.0,304.21,236
5968,39th week,Maharashtra,Nashik,Dengue,16,,23,9,2013,20.0112475,73.7902364,1.12911524,8.0,297.95,365
5969,39th week,Odisha,Bargarh,Acute Diarrhoeal Disease,17,,26,9,2013,21.3477634,83.65768299,0.1941365921,16.0,301.13,269
5970,39th week,Odisha,Bargarh,Acute Diarrhoeal Disease,11,,24,9,2013,21.3477634,83.65768299,0.5987048829,16.0,300.9533334,269
5971,39th week,Tamil Nadu,Madurai,Dengue And Chikungunya,12,,26,9,2013,9.9261153,78.1140983,0.006452685803,6.0,314.26,555
5972,39th week,West Bengal,Bankura,Acute Diarrhoeal Disease,80,,25,9,2013,23.13195425,87.2073972,0.5188650462,19.0,299.26,1030
5973,39th week,West Bengal,Purulia,Acute Diarrhoeal Disease,17,,23,9,2013,23.3291882,86.3672378,0.6655434875,17.0,300.31,1030
5974,39th week,Bihar,Darbhanga,Acute Diarrhoeal Disease,33,,10,9,2013,26.08314325,86.03257097,0.19337862,17.0,300.26,1102
5975,39th week,Gujarat,Banaskantha,Dengue,6,,17,9,2013,24.172056,72.431134,0.02438348543,12.0,307.97,308
5976,39th week,Maharashtra,Beed,Dengue,14,,17,9,2013,18.9918442,75.909784,0.7619521914,13.0,301.28000000000003,365
5977,39th week,Maharashtra,Jalgaon,Cholera,9,,11,9,2013,20.84288265,75.52612464,0.06992770948,19.0,305.06,365
5978,39th week,Maharashtra,Satara,Acute Diarrhoeal Disease,25,,16,9,2013,17.63612885,74.29827808,0.9205670216,8.0,305.0466666,365
